"ID";"zh"
"CulturesView.legend.west_slavic_and_celtic.second_text";"凱爾特文化"
"CulturesView.legend.south_slavic_and_mongolic.text";"南斯拉夫文化"
"CulturesView.legend.south_slavic_and_mongolic.second_text";"蒙古文化"
"CulturesView.legend.finnoUgric_and_african.text";"芬蘭烏戈爾文化"
"CulturesView.legend.finnoUgric_and_african.second_text";"非洲文化"
"CulturesView.legend.iranic_and_nordic.text";"伊朗文化"
"CulturesView.legend.iranic_and_nordic.second_text";"北歐文化"
"CulturesView.legend.wallachian_and_caucasian.text";"瓦拉幾亞文化"
"CulturesView.legend.wallachian_and_caucasian.second_text";"高加索文化"
"CulturesView.legend.gaelic_and_east_slavic.text";"蓋爾文化"
"CulturesView.legend.gaelic_and_east_slavic.second_text";"東斯拉夫文化"
"CulturesView.legend.greek_and_germanic.text";"希臘文化"
"CulturesView.legend.greek_and_germanic.second_text";"日耳曼文化"
"CulturesView.legend.baltic_and_magyar.text";"波羅的海文化"
"CulturesView.legend.baltic_and_magyar.second_text";"馬扎爾文化"
"ProvinceFeaturesView.legend.player.text";"你王國的領地"
"ProvinceFeaturesView.legend.your_province_has_feature.text";"你的行省擁有所選定的行省特色"
"ProvinceFeaturesView.legend.foreign_province_has_feature.text";"某個外國行省擁有所選定的行省特色"
"RebellionRiskView.legend.rebel_presence.text";"行省中存在叛軍"
"BuildingsView.legend.player.text";"你王國的領地"
"BuildingsView.legend.constructed.text";"建築已建造"
"BuildingsView.legend.can_be_constructed.text";"建築可建造"
"ProducedResourcesView.legend.player.text";"你王國的領地"
"ProducedResourcesView.legend.produced.text";"產品已生產"
"ProducedResourcesView.legend.can_be_produced.text";"產品可由目前擁有該行省的王國生產"
"CampaignVars.main_goal.options.None.name";"無"
"CampaignVars.main_goal.options.None.secondary_name";"大型戰役"
"CampaignVars.main_goal.options.None.victory_condition";"只適用大型戰役勝利條件"
"CampaignVars.main_goal.options.None.description";"小的勝利條件不適用。玩家可在遵循常規大型戰役規則的前提下獲勝。"
"CampaignVars.target_kingdom_size.name";"敵人規模"
"CampaignVars.target_kingdom_size.description";"要擊敗的目標王國的相對規模"
"CampaignVars.target_kingdom_size.options.1.name";"微小"
"CampaignVars.target_kingdom_size.options.1.description";"目標王國會以1個或2個行省開局"
"CampaignVars.target_kingdom_size.options.2.name";"小"
"CampaignVars.target_kingdom_size.options.2.description";"目標王國會以3至5個行省開局"
"CampaignVars.target_kingdom_size.options.3.name";"中等"
"CampaignVars.target_kingdom_size.options.3.description";"目標王國會以6至8個行省開局"
"CampaignVars.target_kingdom_size.options.4.name";"大"
"CampaignVars.target_kingdom_size.options.4.description";"目標王國會以9至12個行省開局"
"CampaignVars.target_kingdom_size.options.5.name";"帝國"
"CampaignVars.target_kingdom_size.options.5.description";"目標王國會以13個或以上的行省開局"
"CampaignVars.time_limit.options.none.name";"無"
"CampaignVars.time_limit.options.none.description";"無時間限制"
"CampaignVars.time_limit.options.60m.name";"1小時"
"CampaignVars.time_limit.options.60m.description";"當所選的時長用盡后，戰役就會結束"
"CampaignVars.time_limit.options.120m.name";"2小時"
"CampaignVars.time_limit.options.120m.description";"當所選的時長用盡后，戰役就會結束"
"CampaignVars.time_limit.options.180m.name";"3小時"
"CampaignVars.time_limit.options.180m.description";"當所選的時長用盡后，戰役就會結束"
"CampaignVars.time_limit.options.300m.name";"5小時"
"CampaignVars.time_limit.options.300m.description";"當所選的時長用盡后，戰役就會結束"
"CampaignVars.time_limit.options.420m.name";"7小時"
"CampaignVars.time_limit.options.420m.description";"當所選的時長用盡后，戰役就會結束"
"CampaignVars.time_limit.options.3g.name";"3代"
"CampaignVars.time_limit.options.3g.description";"每位玩家都已有3位國王去世后，戰役結束"
"CampaignVars.time_limit.options.4g.name";"4代"
"CampaignVars.time_limit.options.4g.description";"每位玩家都已有4位國王去世后，戰役結束"
"CampaignVars.time_limit.options.5g.name";"5代"
"CampaignVars.time_limit.options.5g.description";"每位玩家都已有5位國王去世后，戰役結束"
"CampaignVars.time_limit.options.10g.name";"10代"
"CampaignVars.time_limit.options.10g.description";"每位玩家都已有10位國王去世后，戰役結束"
"CampaignVars.ai_difficulty.options.very_hard.name";"非常困難"
"CampaignVars.ai_difficulty.options.very_hard.description";"適合準備好迎接更困難、更具挑戰性的敵人，且有著豐富的相應戰役經驗的玩家。{p}AI的王國會明顯增強，而玩家的王國在遊戲開始后可能會馬上面臨國內外全方位的各種問題。"
"CampaignVars.map_size.options.test.name";"測試"
"CampaignVars.map_size.options.test.description";"在測試地圖上游玩"
"CampaignVars.pick_kingdom.options.kingdom.name";"王國"
"CampaignVars.pick_kingdom.options.kingdom.description";"玩家可以選擇一個王國"
"CampaignVars.pick_kingdom.options.province.name";"行省"
"CampaignVars.pick_kingdom.options.province.description";"玩家可以選擇一個行省"
"CampaignVars.pick_kingdom.options.random_kingdom.name";"隨機王國"
"CampaignVars.pick_kingdom.options.random_kingdom.description";"玩家將以隨機選擇的王國開局"
"CampaignVars.pick_kingdom.options.random_province.name";"隨機行省"
"CampaignVars.pick_kingdom.options.random_province.description";"玩家將以隨機選擇的行省開局"
"CampaignVars.kingdom_size.options.0.name";"還原歷史"
"CampaignVars.kingdom_size.options.0.description";"玩家選擇的王國以符合其歷史的規模開局。"
"CampaignVars.kingdom_size.options.5.name";"5個行省（玩家）"
"CampaignVars.kingdom_size.options.5.description";"將玩家的王國規模調整為5個行省。"
"CampaignVars.playerwars_limit_time.options.always.name";"總是"
"CampaignVars.playerwars_limit_time.options.always.description";"無限制"
"CampaignVars.playerwars_limit_time.options.never.name";"從不"
"CampaignVars.playerwars_limit_time.options.never.description";"整個戰役期間內禁止玩家間發動戰爭"
"CampaignVars.playerwars_limit_time.options.30m.name";"30分鐘"
"CampaignVars.playerwars_limit_time.options.30m.description";"半小時內禁止玩家間發動戰爭"
"CampaignVars.playerwars_limit_time.options.60m.name";"1小時"
"CampaignVars.playerwars_limit_time.options.60m.description";"頭一個小時內禁止玩家間發動戰爭"
"CampaignVars.playerwars_limit_time.options.120m.name";"2小時"
"CampaignVars.playerwars_limit_time.options.120m.description";"頭兩個小時內禁止玩家間發動戰爭"
"CampaignVars.playerwars_limit_time.options.1g.name";"1代"
"CampaignVars.playerwars_limit_time.options.1g.description";"任一玩家的王國中的國王去世后，玩家才可以相互發動進攻"
"CampaignVars.playerwars_limit_time.options.2g.name";"2代"
"CampaignVars.playerwars_limit_time.options.2g.description";"任一玩家的王國中發生第二次國王去世的事件后，玩家才可以相互發動進攻"
"CampaignVars.playerwars_limit_time.options.3g.name";"3代"
"CampaignVars.playerwars_limit_time.options.3g.description";"任一玩家的王國中發生第三次國王去世的事件后，玩家才可以相互發動進攻"
"CampaignVars.espionage_role.options.minimal.name";"受限極大"
"CampaignVars.espionage_role.options.minimal.description";"只能對玩家執行影響甚微的間諜干擾活動"
"CampaignVars.on_player_destroyed_pick_count.options.0.name";"徹底消滅"
"CampaignVars.on_player_destroyed_pick_count.options.0.description";"一旦某個玩家的王國被摧毀，就會被淘汰"
"IncreaseSkillRankAction.picker_text";"{name}費用：{cost}"
"TradeExpeditionAction.src_messages.new_opportunity";"陛下，我們可以派{owner}去探索海外遙遠的領土，那裡可能隱藏著巨大的財富和豐富的貿易機遇。"
"TradeExpeditionAction.success_fail.sf_has_tradeport.name";"我們有貿易港口"
"DissolveDefensivePactAction.name";"解除條約"
"DissolveDefensivePactAction.tooltip";"命令{owner}解除他的{pact}。"
"DissolveOffensivePactAction.name";"解除條約"
"DissolveOffensivePactAction.tooltip";"命令{owner}解除他的{pact}。"
"RuinRelationsAction.cancelled_message_caption";"已終止離間活動"
"RuinRelationsAction.cancelled_message_texts.kingdom_destroyed";"由於{target}已不復存在，{owner}被迫終止行動。看起來他成功了。"
"ArmyResupplyCastleAction.name";"補給軍隊"
"ArmyResupplyCastleAction.tooltip";"為{obj}的軍隊提供補給[{p}以我們目前的資源，我們可以恢復{potential_supplies:nonzero}的供給]"
"BribeNobleAction.cancelled_message_texts.dying";"{target:s}突然死亡使得我方間諜無法再去向其行賄。{owner}目前正在搜尋另一名心術不正的{target.kingdom:ian}騎士。"
"SpyMurderAction.src_messages.success_revealed";"{owner}成功潛入了{target}的宅邸幹掉了[{target_is_male:if}他|她]，但他脫逃時被一名僕人撞見了。"
"SpyMurderAction.src_messages.success_revealed#2";"{owner}成功毒殺了{target}，但他自己也沒法從中脫身。"
"SpyMurderAction.src_messages.success_undetected";"{owner:s}的計劃順利進行，幹掉了{target}。旁人還以為{target.kingdom:ians}遭遇了意外。"
"SpyMurderAction.src_messages.success_undetected#2";"{owner:s}的計劃天衣無縫，順利解決了{target}，別人還以為他是病死的。"
"SpyMurderAction.mission_kingdom_messages.success_revealed";"{target}在自己的住處被謀殺了！一位僕人撞到了兇手，他就是{src_kingdom:anian}的間諜{owner}！"
"SpyMurderAction.mission_kingdom_messages.success_revealed#2";"在一次「外交」會談中，{target}被{owner}下了毒，我們很快就發現他是一名{src_kingdom:anian}的間諜。"
"SpyMurderAction.cancelled_message_texts.dying";"好訊息，陛下！結果，沒等我們的間諜出手，{target}就死了。{owner:s}沒有弄髒他的手，而他的計謀在不經意間取得了成功。"
"AssassinateRebellionLeader.cancelled_message_texts.dying";"這個煩人的{target}沒等我們的間諜出手就死了！這樣一來，{owner:s}沒有弄髒他的手，而他的計謀在不經意間取得了成功。"
"HuntingIncidentAction.src_messages.new_opportunity";"在結識{target_kingdom}的幾名有影響力的貴族之後，{owner}獲得了參加他們皇家狩獵的機會。也許他能試著殺掉{owner.mission_kingdom.king}，然後將它掩飾成一場意外。"
"HuntingIncidentAction.cancelled_message_texts.dying";"好訊息，陛下！結果，沒等我們的間諜出手，{target}就死了。{owner:s}沒有弄髒他的手，而他的計謀在不經意間取得了成功。"
"KillTheKingAction.cancelled_message_texts.dying";"好訊息，陛下！結果，沒等我們的間諜出手，{target}就死了。{owner:s}沒有弄髒他的手，而他的計謀在不經意間取得了成功。"
"KillTheQueenAction.cancelled_message_texts.dying";"好訊息，陛下！結果，沒等我們的間諜出手，{target}就死了。{owner:s}沒有弄髒他的手，而他的計謀在不經意間取得了成功。"
"FrameAction.cancelled_message_texts.dying";"{target:s}突然死亡使得我方間諜無法再對他進行栽贓。{owner}目前正在搜尋另一名{target.kingdom}的訪客。"
"ConvertProvinceReligionAction.cancelled_message_texts.battle_started";"由於{target}最近遭到了圍攻，{owner}不得不從場地撤離，向當地民眾傳播{owner.kingdom.religion:ism}的任務也隨之中止。"
"ConvertProvinceReligionAction.outcomes.success.src_kingdom.message.add_text";"{p}[{owner}正在前往{next_target}。|{src_castle}附近已經沒有需要傳教的行省，{owner}正在返回宮廷。]"
"PopeLeaveConfirmMessage.caption";"與教皇斷絕關係"
"PopeLeaveConfirmMessage.body";"你確定要將教皇從你的王庭中免職嗎？{p}{tab}{blt}相應的宮廷成員槽位會空缺出來。{p}{tab}{blt}此舉將失去教皇的所有增益和行動。{p}{tab}{blt}與天主教會的關係將會惡化，神職人員的好感度也將會有所下降。"
"PopeLeaveConfirmMessage.buttons.ok";"&是的"
"PopeLeaveConfirmMessage.buttons.cancel";"&算了"
"CourtPopeAction.outcomes.fail.excommunicate.bullet";"{pope}將我們逐出了教會！"
"CourtPopeAction.outcomes.fail.pope_leave.bullet";"{pope}離開了我們的宮廷，回到了{catholic.hq_realm}"
"AutocephalyAction.success_fail.sf_base.name";"基礎概率"
"SubordianteConfirmMessage.caption";"從屬"
"SubordianteConfirmMessage.body";"是否確定讓你的教會服從普世教會的統治？{p}{tab}{blt}此舉將失去所有來自東正教自治教會的加成。{p}{tab}{blt}與{ecumenical_patriarch_kingdom}的關係會得到改善。"
"SubordianteConfirmMessage.buttons.ok";"&是的"
"SubordianteConfirmMessage.buttons.cancel";"&算了"
"AdoptPopulationAction.validate_prompts._cleric_already_adopting";"{clr:red_bright}我們的{kingdom.cleric_title}已經在勸說某個行省的民眾了。{/clr}"
"AdoptPopulationAction.cancelled_message_texts.battle_started";"{target.castle.battle.attacker_kingdom}的圍攻者在{target}造成了動亂，迫使{owner}停止了勸說民眾的活動。"
"AdoptPopulationAction.success_fail.sf_base.name";"基礎概率"
"AdoptPopulationAction.success_fail.sf_class_level.name";"教士等級（x{level_buff}）"
"AdoptPopulationAction.success_fail.sf_religion_diff.name";"宗教差異"
"AdoptPopulationAction.success_fail.sf_culture_diff.name";"文化差異"
"AdoptPopulationAction.success_fail.sf_holding_pope.name";"我們掌控著教皇"
"OpenChoosePatriarchAction.name";"選擇一名新的[{kingdom.is_ecumenical_patriarchate:if}普世]牧首"
"OpenChoosePatriarchAction.tooltip";"在符合資格的候選人名單中，選出我們東正教會的新領袖。"
"ChangeHeirAction.name";"[{own_character.is_heir:if}王位繼承人|選擇其為新的繼承人]"
"ChangeHeirAction.tooltip";"{own_character}[{own_character.is_heir_eligable:if}已準備好待時機成熟后對{own_kingdom.KingdomType}進行統治。|[{own_character.heir_is_patriarch:if}作為牧首無法統治{own_kingdom}。|{own_character.is_pope:if}正擔任教皇一職，無法成為國王。|{own_character.is_cardinal:if}作為紅衣主教無法統治{own_kingdom}。|{own_character.is_rebel:if}作為叛軍無法統治國家。|還沒準備好承擔治理國家的重任。]][{own_character.is_heir:if}他被{own_kingdom.king.title}選爲了合法繼承人。|[{own_character.is_rebel:if}|他的兄弟，{own_kingdom.heir}，被選爲了王位繼承人。]]"
"ChangeHeirAction.validate_prompts.cant_be_heir";"[{own_character.is_heir:if_not}{clr:red_bright}[{own_character.heir_is_patriarch:if}牧首無法繼承王位。|{own_character.is_rebel:if}正在起兵推翻王權的王子無法繼承王位。|{own_character.is_pope:if}教皇無法繼承我國的王位。|王子必須至少成長到少年階段才能被選為適格的繼承人。]{/clr}]"
"ChangeHeirConfirmMessage.caption";"是否變更繼承人？"
"ChangeHeirConfirmMessage.body";"是否確定宣佈{own_character}為新的王位繼承人？{p}{tab}{blt}王權威信：{CrownAuthority.change_heir:bonus}{p}{tab}{blt}貴族好感度：{ChangeHeirNobilityOpinionRule.amount:bonus}{p}{tab}{blt}其他更為年長的王子可能會在加冕時發起反叛。"
"ChangeHeirConfirmMessage.buttons.ok";"&是的"
"ChangeHeirConfirmMessage.buttons.cancel";"&算了"
"CharacterClass.royal_abilities.ability_descriptions.Warfare";"該能力能提高所有軍隊和駐軍的士氣。{p}{p}國王（以及女王）的能力都會影響到他們王國的管理，無論他們自己職業為何。{p}{p}在王國範圍的影響之外，這些能力不會影響國王的個人表現。王子和公主的能力只有在他們成為國王或女王之後才會生效。"
"CharacterClass.royal_abilities.ability_descriptions.Economy";"該能力能提高貿易收入，降低建築和升級的花費。{p}{p}國王（以及女王）的能力都會影響到他們王國的管理，無論他們自己職業為何。{p}{p}在王國範圍的影響之外，這些能力不會影響國王的個人表現。王子和公主的能力只有在他們成為國王或女王之後才會生效。"
"CharacterClass.royal_abilities.ability_descriptions.Diplomacy";"該能力能提高王國的外交影響力，以及一些大規模行動的成功概率。{p}{p}國王（以及女王）的能力都會影響到他們王國的管理，無論他們自己職業為何。{p}{p}在王國範圍的影響之外，這些能力不會影響國王的個人表現。王子和公主的能力只有在他們成為國王或女王之後才會生效。"
"CharacterClass.royal_abilities.ability_descriptions.Religion";"該能力能提高王國的文化實力，以及一些宗教行動的成功概率。{p}{p}國王（以及女王）的能力都會影響到他們王國的管理，無論他們自己職業為何。{p}{p}在王國範圍的影響之外，這些能力不會影響國王的個人表現。王子和公主的能力只有在他們成為國王或女王之後才會生效。"
"CharacterClass.royal_abilities.ability_descriptions.Espionage";"該能力能提高間諜防範力以及發現敵方間諜的概率。{p}{p}國王（以及女王）的能力都會影響到他們王國的管理，無論他們自己職業為何。{p}{p}在王國範圍的影響之外，這些能力不會影響國王的個人表現。王子和公主的能力只有在他們成為國王或女王之後才會生效。"
"ClasslessPrince.name";"王子"
"AddTraditionAction.validate_prompts.invalid_args";"{clr:red_bright}你沒有任何已將此技能提升至最高等級的騎士。{/clr}"
"AddTraditionAction.validate_prompts._no_targets";"{clr:red_bright}你沒有任何已將此技能提升至最高等級的騎士。{/clr}"
"AddTraditionAction.validate_prompts._maxed_out";"{clr:red_bright}你採納的傳統數量已達上限。{/clr}"
"IncreaseRankTraditionAction.picker_text";"{name}費用：{cost}"
"AbandonTraditionAction.picker_text";"{name}"
"ChangeReligionAction.pope_left_court";"[{p}   {blt}{i}{kingdom.has_pope:if}{pope}離開了我們的宮廷，回到了羅馬{/i}]"
"ChangeReligionAction.success_fail.sf_base.name";"基礎概率"
"ChangeReligionAction.success_fail.sf_we_are_pagans.name";"我們是異教徒"
"ChangeReligionAction.success_fail.sf_leading_crusade.name";"領導十字軍東征"
"ChangeReligionConfirmMessage.caption";"改變宗教信仰"
"ChangeReligionConfirmMessage.body";"確定要嘗試改變{kingdom}的宗教信仰嗎？{p}{p}王權威信會受到減損，如果皈依失敗，減損的程度會更大。即使成功，也會激怒你的{kingdom.religion.titles.Cleric:s}以及其餘的{kingdom.religion}國家。"
"ChangeReligionConfirmMessage.buttons.ok";"&是的"
"ChangeReligionConfirmMessage.buttons.cancel";"&算了"
"RestorePapacyAction.prepare_status_text";"恢復教廷"
"RestorePapacyAction.prepare_message.caption";"{prepare_status_text}"
"RestorePapacyAction.prepare_message.completed";"[{success_check:if}我們恢復了教廷|我們未能恢復教廷]"
"RestorePapacyAction.cancelled_message_caption";"恢復教廷行動中止"
"RestorePapacyAction.cancelled_message_texts.battle_started";"由於{attackers}攻到了羅馬城門下，我們恢復教廷的行動被迫中止。"
"RestorePapacyAction.cancelled_message_texts.kingdom_changed";"我們失去對羅馬的控制之後，正在進行的恢復教廷的安排也戛然而止……"
"RestorePapacyAction.validate_prompts.rome_under_siege";"羅馬被圍攻時無法進行恢復"
"RestorePapacyAction.validate_prompts.rome_under_occupation";"羅馬被叛軍佔領時無法進行恢復"
"RestorePapacyConfirmMessage.caption";"是否恢復教廷？"
"RestorePapacyConfirmMessage.body";"你的王國將不再掌控羅馬。此舉將對教廷進行改革，由新的教皇掌權。{p}{p}確定繼續嗎，陛下？"
"RestorePapacyConfirmMessage.buttons.ok";"&是的"
"RestorePapacyConfirmMessage.buttons.cancel";"&算了"
"ClaimCaliphateAction.success_fail.sf_base.name";"基礎概率"
"ClaimCaliphateConfirmMessage.caption";"要求哈里發國頭銜"
"ClaimCaliphateConfirmMessage.body";"你確定要主張賦予自己「哈里發」這一神聖的頭銜嗎？{p}{p}如果這一主張不被承認，王權威信、聲望以及與其他穆斯林王國的關係將會下降。"
"ClaimCaliphateConfirmMessage.buttons.ok";"&是的"
"ClaimCaliphateConfirmMessage.buttons.cancel";"&算了"
"UnExcommunicateAction.prepare_message.caption";"{prepare_status_text}"
"UnExcommunicateAction.prepare_message.completed";"[{success_check:if}我們已恢復教籍！|提出請求后未能獲得赦免]"
"UnExcommunicateAction.success_fail.sf_other_excommunicated.name";"其他被逐出教會的王國（x5）"
"UnExcommunicateAction.cancelled_message_texts.religion_changed";"我們現在已是{own_kingdom.religion:ans}，{owner}的傳教任務被迫中止。"
"UnExcommunicateAction.cancelled_message_texts.excommunicated";"由於[{pope}|教皇]將我們逐出了教會，{owner}不得不放棄他的任務。"
"UnExcommunicateAction.cancelled_message_texts.unexcommunicated";"我們重新得到了教會承認，{owner}不必再進行傳教。"
"UnExcommunicateAction.cancelled_message_texts.papacy_destroyed";"{papacy}已經覆滅，{owner}的傳教任務宣告中止。"
"UnExcommunicateAction.validate_prompts._enabled_condition";"{clr:red_bright}{papacy}已不復存在{/clr}"
"PuppetFleeKingdom.outcomes.success.mission_kingdom.message.text";"我們的傀儡{owner}疑神疑鬼，認定{owner.kingdom:ians}馬上就會發現他的隱藏身份。因此，他逃離了{owner.kingdom}，不再為他們效力。"
"PuppetArrangeAnnexationAction.no_valid_realms_outcome";"雖然{target}已聽信我方間諜的遊說，但由於{target.kingdom:s}領土被叛軍盡數佔領，他現在完全無法吞併那些領土。"
"PuppetArrangeAnnexationAction.src_messages.1.success_undetected";"[{no_valid_realms:if}{no_valid_realms_outcome}|令人難以置信，{target}成功地安排吞併了{realms}！那裡的人民現在是我們王國的一員了，不需要再屈從於{owner.mission_kingdom}的邪惡統治。]"
"PuppetArrangeAnnexationAction.src_messages.1.success_undetected#2";"[{no_valid_realms:if}{no_valid_realms_outcome}|{owner}和他的傀儡，{target}通過不懈努力，成功說服了{owner.mission_kingdom.king}，將{realms}劃歸於我們的控制之下！我們的附屬國實力遭到了削弱，但我們確保了自己的主權。]"
"PuppetArrangeAnnexationAction.src_messages.1.success_undetected#3";"[{no_valid_realms:if}{no_valid_realms_outcome}|{target}成功了！{realms}的人民擺脫了{owner.mission_kingdom}和{owner.mission_kingdom.king:s}的統治，歡迎我們來作為新的統治者。]"
"PuppetArrangeAnnexationAction.src_messages.1.success_revealed";"[{no_valid_realms:if}{no_valid_realms_outcome}|{target}成功說服{owner.mission_kingdom.king}將部分人民交由我們的{owner.kingdom.king}來統治，最終吞併了{realms}！遺憾的是，我們的傀儡不得不付出代價，揭露出了我們派到{owner.mission_kingdom.king.title}的間諜。]"
"PuppetArrangeAnnexationAction.src_messages.1.success_revealed#2";"[{no_valid_realms:if}{no_valid_realms_outcome}|{target}通過給{owner.mission_kingdom.king}洗腦，成功地安排了對{realms}進行吞併！不幸的是，我們的傀儡泄露了{owner:s}參與其中一事……]"
"PuppetArrangeAnnexationAction.src_messages.default.success_undetected";"[{no_valid_realms:if}{no_valid_realms_outcome}|{owner}成功了！多虧了我們間諜對{target}和當地貴族的影響力，他通過偽造信件，成功地將{target.kingdom:s}所有領土吞併。]"
"PuppetArrangeAnnexationAction.src_messages.default.success_revealed";"[{no_valid_realms:if}{no_valid_realms_outcome}|事實證明，{owner:s}偽造外交信件的本領非常實用，最終助我們吞併了{target.kingdom:s}所有領土！]"
"PuppetArrangeAnnexationAction.src_messages.new_opportunity";"{target}報告稱，{target.kingdom:s}部分行省中的民眾對{target.kingdom.king:s}的統治感到失望。或許{owner}可以利用這種「不幸」的情況和我們傀儡的幫助，來安排吞併他們的領土。"
"PuppetArmyRevoltAction.src_messages.new_opportunity";"{owner}瞭解到，{target:s}對{owner.mission_kingdom.king}的忠誠正在消退。很明顯，藉由合適的勸說，可以讓{owner.mission_kingdom:ian}的元帥起兵反叛{owner.mission_kingdom.king.title}！"
"PuppetSwitchSidesAction.src_messages.new_opportunity";"{owner}感覺到，他忠實的傀儡{target}可能會有興趣加入我們的王庭！只要你一句話，我們的間諜就會嘗試勸說{owner.mission_kingdom:ian}騎士背棄他的{owner.mission_kingdom.KingdomType}，投奔我們的王國。"
"PuppetSwitchSidesAction.cancelled_message_texts.became_king";"我們的傀儡，{target}，繼承了{owner.mission_kingdom}的王位。因而，{owner:s}勸說{target.class}加入我們宮廷的成功機率急轉直下。"
"PuppetSpreadHeresyAction.src_messages.new_opportunity";"{target}在{owner.mission_kingdom}的很多地方都被視為一名值得信賴的宗教領袖。也許，他可以在{owner}的幫助下向他的信徒傳播異教。"
"PuppetPreachAction.src_messages.new_opportunity";"{owner}感覺到，{owner.mission_kingdom:s}人民迫切需要精神上的指引。在我們的傀儡{target}的幫助下，我們可以試著在他們的部分領土上傳播{owner.kingdom.religion:ism}！"
"PuppetStealTreasuryAction.src_messages.new_opportunity";"陛下，看樣子{owner}找到了一個能夠安全從{target.kingdom}偷取黃金的辦法。保持小心謹慎的話，我們很快就能揹著毫無防備的{target.kingdom:ians}悶聲發大財。"
"PuppetStealTreasuryAction.src_messages.new_opportunity#2";"我們安插在{owner.mission_kingdom}的忠實傀儡，{target}，在{owner.mission_kingdom.capital_realm}內發現了一處地點，村莊的什一稅正要被從此處轉運至國庫。如果我們迅速行動，我們能夠在他們轉手之前攔截並竊取所有的黃金。"
"PuppetFundRebelsAction.src_messages.new_opportunity";"大人，叛軍正在{owner.mission_kingdom}肆虐！也許我們可以為當地叛軍領袖提供更好的武器和盔甲，讓{owner.mission_kingdom:ians}的日子更加艱難。我們的傀儡{target}能協助我們。"
"PuppetPlotAssassinationAction.src_messages.new_opportunity";"{owner}相信自己找到了一種方法，可以在不為人知的情況下製造{arg}的死亡。我們的間諜應該繼續這個大膽的計謀嗎？"
"PuppetHandOverTheCrownAction.no_valid_realms_outcome";"雖然{target.kingdom}的{target}已聽信我們間諜的花言巧語，但他無法交出他的領土，因為所有的領土都已被叛軍所佔領。"
"PuppetHandOverTheCrownAction.src_messages.1.success_undetected";"[{no_valid_realms:if}{no_valid_realms_outcome}|{owner}通過說服{target}親自下令移交，成功安排{realms}向我們投降！爲了救自己一命，避免因叛國罪被處以私刑，前{owner.mission_kingdom.king.title}被迫拋棄{owner.mission_kingdom}，而後者現在正與我們交戰。]"
"PuppetHandOverTheCrownAction.src_messages.1.success_undetected#2";"[{no_valid_realms:if}{no_valid_realms_outcome}|真是幸運的一天，陛下！根據{target:s}的官方移交命令，我們已經取得了對{realms}的控制權。然而，這引發了人們對我們傀儡王的怒火，他不得不放棄自己的{owner.mission_kingdom.KingdomType}。因此，{owner.mission_kingdom}向我們宣戰，該國家現在被一名新的{owner.mission_kingdom.king.title}所統治。]"
"PuppetHandOverTheCrownAction.src_messages.1.success_revealed";"[{no_valid_realms:if}{no_valid_realms_outcome}|大人，{target}授予了我們對{realms}的控制權！然而，這在{owner.mission_kingdom:s}的貴族中引起了軒然大波，我們的傀儡不得不逃離{owner.mission_kingdom.KingdomType}。]我們的間諜的行蹤無法保密，因為他與所發生的事件有牽連。"
"PuppetHandOverTheCrownAction.src_messages.default.success_undetected";"[{no_valid_realms:if}{no_valid_realms_outcome}|長達數月的精心計劃和準備終於有了回報，我們現在已掌控{target.kingdom:s}的所有領土！{owner}驕傲地回到了我們的宮廷，期待著他的新獵物。]"
"PuppetHandOverTheCrownAction.src_messages.default.success_revealed";"[{no_valid_realms:if}{no_valid_realms_outcome}|陛下，所有{target.kingdom:s}的領土都已歸我們所有，這要歸功於{owner}和他對{target}的影響力！但很不幸，我們間諜的所作所為遭到了敗露。]"
"PuppetHandOverTheCrownAction.src_messages.new_opportunity";"{owner}報告說他能說服{target}把{target.kingdom:s}領土讓與我們。也許我們爲了維持傀儡的{target.title}地位而支付的黃金終於能派上用場了……"
"PuppetPlotAbolishAutocephaly.cancelled_message_texts.subordinated";"{owner}不得不放棄他強行使{owner.mission_kingdom}服從的企圖，因為即便沒有我們的間諜推波助瀾，這件事似乎也已自然發生。"
"PuppetVassalizeAction.src_messages.new_opportunity";"鑑於我們向{target.title}送了大量的黃金，他變得對我們俯首聽命，{owner}也能說服{target}讓{target.kingdom}成為我們的忠實附屬國。"
"PuppetVassalizeAction.validate_prompts._enemies";"{clr:red}無法在戰爭時期納附屬國。{/clr}"
"PuppetDeclareIndependenceAction.src_messages.new_opportunity";"{target}似乎對{target.kingdom.king:s}的統治相當不滿。也許{owner}能說服他的傀儡，在他治下的{target.governed_castle.realm}內建立一個在我們主權之下的新王國。"
"PuppetSurrenderTownAction.src_messages.new_opportunity";"我們必須迅速行動，陛下。當[{we_are_attackers:if}我們的|{target.governed_castle.battle.attacker_kingdom:s}]士兵對{target.governed_castle}進行攻城時，我們的間諜可以命令{target}讓城鎮投降，確保攻方的軍隊獲勝！"
"PuppetExcommunicateKingdomAction.src_messages.new_opportunity";"{owner}相信可以輕易操縱{target}以將{owner.mission_kingdom}逐出教會。只要你一聲令下，我們的間諜就會實施他的計劃。"
"PuppetExcommunicateKingdomAction.src_messages.fail_undetected";"{owner}本以為能夠很容易說服{target}將{owner.mission_kingdom}逐出教會，但事實證明那純粹是我們間諜的幻想。他的大膽計謀沒有暴露真是個奇蹟。"
